Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
55301399,09/04/2022 06:34:24 AM,09/04/2022 07:16:56 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10468,2734 CLAFLIN AVENUE,CLAFLIN AVENUE,EAMES PLACE,WEST  195 STREET,EAMES PLACE,WEST  195 STREET,ADDRESS,BRONX,CLAFLIN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2022 07:17:00 AM,08 BRONX,BRONX,1011670,256217,Unspecified,BRONX,,,,,,,,40.86988839233137,-73.90085842054502,"(40.86988839233137, -73.90085842054502)"
55303565,09/04/2022 07:18:58 AM,09/04/2022 08:02:38 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10128,360 EAST   89 STREET,EAST   89 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   89 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/04/2022 08:02:43 AM,08 MANHATTAN,MANHATTAN,998382,223173,Unspecified,MANHATTAN,,,,,,,,40.779223298131136,-73.94897297998897,"(40.779223298131136, -73.94897297998897)"
55305503,09/04/2022 07:34:00 AM,09/04/2022 09:13:38 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,208 WEST  119 STREET,WEST  119 STREET,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  119 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2022 09:13:43 AM,10 MANHATTAN,MANHATTAN,997675,232677,Unspecified,MANHATTAN,,,,,,,,40.805310312693194,-73.951506777375,"(40.805310312693194, -73.951506777375)"
55303396,09/04/2022 08:30:20 AM,09/04/2022 09:20:07 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11358,198-09 30 AVENUE,30 AVENUE,FRANCIS LEWIS BOULEVARD,JORDAN STREET,FRANCIS LEWIS BOULEVARD,JORDAN STREET,ADDRESS,FLUSHING,30 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2022 09:20:13 AM,11 QUEENS,QUEENS,1041912,219775,Unspecified,QUEENS,,,,,,,,40.76971991725813,-73.7918268635727,"(40.76971991725813, -73.7918268635727)"
55308321,09/04/2022 09:45:11 AM,09/04/2022 10:17:46 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11222,12 ECKFORD STREET,ECKFORD STREET,MANHATTAN AVENUE,ENGERT AVENUE,MANHATTAN AVENUE,ENGERT AVENUE,ADDRESS,BROOKLYN,ECKFORD STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2022 10:17:51 AM,01 BROOKLYN,BROOKLYN,998710,201846,Unspecified,BROOKLYN,,,,,,,,40.72068554639611,-73.9478345149923,"(40.72068554639611, -73.9478345149923)"
55305501,09/04/2022 10:17:05 AM,09/04/2022 11:17:43 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11220,6312 5 AVENUE,5 AVENUE,63 STREET,64 STREET,63 STREET,64 STREET,ADDRESS,BROOKLYN,5 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2022 11:17:48 AM,07 BROOKLYN,BROOKLYN,979232,171591,Unspecified,BROOKLYN,,,,,,,,40.6376528283262,-74.0180802678496,"(40.6376528283262, -74.0180802678496)"
55306311,09/04/2022 10:24:59 AM,09/04/2022 11:18:50 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10003,325 EAST   12 STREET,EAST   12 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   12 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2022 11:18:54 AM,03 MANHATTAN,MANHATTAN,988368,205491,Unspecified,MANHATTAN,,,,,,,,40.7307010448301,-73.98514178820042,"(40.7307010448301, -73.98514178820042)"
55302416,09/04/2022 10:31:11 AM,09/04/2022 12:52:20 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11209,244 88 STREET,88 STREET,RIDGE BOULEVARD,FRANK GRIFFIN WAY,RIDGE BOULEVARD,FRANK GRIFFIN WAY,ADDRESS,BROOKLYN,88 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2022 12:52:25 PM,10 BROOKLYN,BROOKLYN,975097,166019,Unspecified,BROOKLYN,,,,,,,,40.62235555771291,-74.03297145607092,"(40.62235555771291, -74.03297145607092)"
55305348,09/04/2022 10:35:50 AM,09/04/2022 11:12:07 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10473,CASTLE HILL AVENUE,CASTLE HILL AVENUE,CASTLE HILL AVENUE,CINCINNATUS AVENUE,CASTLE HILL AVENUE,CINCINNATUS AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/04/2022 11:12:11 AM,09 BRONX,BRONX,1026226,238194,Unspecified,BRONX,,,,,,,,40.82036340488676,-73.84834168507781,"(40.82036340488676, -73.84834168507781)"
55301401,09/04/2022 11:08:52 AM,09/04/2022 11:39:38 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11102,24-43 32 STREET,32 STREET,DEAD END,24 ROAD,DEAD END,24 ROAD,ADDRESS,ASTORIA,32 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2022 11:39:44 AM,01 QUEENS,QUEENS,1007522,220145,Unspecified,QUEENS,,,,,,,,40.77089289734251,-73.91598129195704,"(40.77089289734251, -73.91598129195704)"
55304520,09/04/2022 12:12:10 PM,09/04/2022 12:37:23 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10460,932 EAST  173 STREET,EAST  173 STREET,WHITE PLAINS ROAD LINE,HOE AVENUE,WHITE PLAINS ROAD LINE,HOE AVENUE,ADDRESS,BRONX,EAST  173 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2022 12:37:27 PM,03 BRONX,BRONX,1015192,243694,Unspecified,BRONX,,,,,,,,40.835504863783285,-73.88818185441696,"(40.835504863783285, -73.88818185441696)"
55304366,09/04/2022 12:27:07 PM,09/04/2022 01:34:07 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11217,510 ATLANTIC AVENUE,ATLANTIC AVENUE,NEVINS STREET,THELMA MARTIN WAY,NEVINS STREET,THELMA MARTIN WAY,ADDRESS,BROOKLYN,ATLANTIC AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2022 01:34:12 PM,02 BROOKLYN,BROOKLYN,989453,189032,Unspecified,BROOKLYN,,,,,,,,40.68552441381853,-73.98123970346732,"(40.68552441381853, -73.98123970346732)"
55304365,09/04/2022 01:11:09 PM,09/04/2022 01:33:32 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11238,750 WASHINGTON AVENUE,WASHINGTON AVENUE,PARK PLACE,GRAND AVENUE,PARK PLACE,GRAND AVENUE,ADDRESS,BROOKLYN,WASHINGTON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2022 01:33:37 PM,08 BROOKLYN,BROOKLYN,994432,185314,Unspecified,BROOKLYN,,,,,,,,40.67531502123216,-73.96329269609444,"(40.67531502123216, -73.96329269609444)"
55302125,09/04/2022 01:25:55 PM,09/04/2022 01:49:54 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10075,265 EAST   78 STREET,EAST   78 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   78 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/04/2022 01:49:57 PM,08 MANHATTAN,MANHATTAN,996319,220917,Unspecified,MANHATTAN,,,,,,,,40.77303422968557,-73.95642599348551,"(40.77303422968557, -73.95642599348551)"
55306310,09/04/2022 02:32:05 PM,09/04/2022 03:03:51 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10031,620 WEST  141 STREET,WEST  141 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  141 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2022 03:03:56 PM,09 MANHATTAN,MANHATTAN,997264,239545,Unspecified,MANHATTAN,,,,,,,,40.82416166479311,-73.95297805704422,"(40.82416166479311, -73.95297805704422)"
55304532,09/04/2022 02:41:34 PM,09/04/2022 03:43:40 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11221,923 DEKALB AVENUE,DEKALB AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,ADDRESS,BROOKLYN,DEKALB AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2022 03:43:46 PM,03 BROOKLYN,BROOKLYN,1001198,191694,Unspecified,BROOKLYN,,,,,,,,40.692816293392475,-73.938884431789,"(40.692816293392475, -73.938884431789)"
55304369,09/04/2022 02:56:07 PM,09/04/2022 04:49:57 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10011,251 WEST   15 STREET,WEST   15 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   15 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/04/2022 04:50:03 PM,04 MANHATTAN,MANHATTAN,984079,208827,Unspecified,MANHATTAN,,,,,,,,40.73985849906136,-74.0006170722227,"(40.73985849906136, -74.0006170722227)"
55306502,09/04/2022 03:32:50 PM,09/04/2022 04:02:53 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10029,EAST  107 STREET,EAST  107 STREET,EAST  107 STREET,MADISON AVENUE,EAST  107 STREET,MADISON AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/04/2022 04:02:56 PM,11 MANHATTAN,MANHATTAN,998368,228659,Unspecified,MANHATTAN,,,,,,,,40.794280921187934,-73.9490120003629,"(40.794280921187934, -73.9490120003629)"
55306307,09/04/2022 03:35:07 PM,09/04/2022 04:37:50 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10031,510 WEST  150 STREET,WEST  150 STREET,FIREFIGHTER JAMES RUANE WAY,BROADWAY,FIREFIGHTER JAMES RUANE WAY,BROADWAY,ADDRESS,NEW YORK,WEST  150 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2022 04:37:57 PM,09 MANHATTAN,MANHATTAN,999220,241180,Unspecified,MANHATTAN,,,,,,,,40.82864617475892,-73.94590702784637,"(40.82864617475892, -73.94590702784637)"
55308323,09/04/2022 03:52:17 PM,09/04/2022 05:08:43 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10458,2843 BRIGGS AVENUE,BRIGGS AVENUE,EAST  198 STREET,EAST  199 STREET,EAST  198 STREET,EAST  199 STREET,ADDRESS,BRONX,BRIGGS AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2022 05:08:49 PM,07 BRONX,BRONX,1014995,255986,Unspecified,BRONX,,,,,,,,40.86924341330958,-73.8888374010623,"(40.86924341330958, -73.8888374010623)"
55308318,09/04/2022 04:45:45 PM,09/04/2022 06:42:28 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11203,4321 AVENUE D,AVENUE D,EAST   43 STREET,TROY AVENUE,EAST   43 STREET,TROY AVENUE,ADDRESS,BROOKLYN,AVENUE D,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2022 06:42:33 PM,17 BROOKLYN,BROOKLYN,1002060,173087,Unspecified,BROOKLYN,,,,,,,,40.6417425429238,-73.93582516278799,"(40.6417425429238, -73.93582516278799)"
55303570,09/04/2022 04:51:35 PM,09/04/2022 05:19:41 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10456,968 SHERMAN AVENUE,SHERMAN AVENUE,MELANIE RODRIGUEZ PLACE,EAST  164 STREET,MELANIE RODRIGUEZ PLACE,EAST  164 STREET,ADDRESS,BRONX,SHERMAN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2022 05:19:45 PM,04 BRONX,BRONX,1006630,241012,Unspecified,BRONX,,,,,,,,40.82816939528909,-73.91913212175908,"(40.82816939528909, -73.91913212175908)"
55308484,09/04/2022 05:11:31 PM,09/04/2022 05:19:58 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10456,968 SHERMAN AVENUE,SHERMAN AVENUE,MELANIE RODRIGUEZ PLACE,EAST  164 STREET,MELANIE RODRIGUEZ PLACE,EAST  164 STREET,ADDRESS,BRONX,SHERMAN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2022 05:20:00 PM,04 BRONX,BRONX,1006630,241012,Unspecified,BRONX,,,,,,,,40.82816939528909,-73.91913212175908,"(40.82816939528909, -73.91913212175908)"
55302581,09/04/2022 05:23:28 PM,09/04/2022 06:05:21 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2022 06:05:25 PM,10 MANHATTAN,MANHATTAN,1000482,237497,Unspecified,MANHATTAN,,,,,,,,40.81853515725049,-73.94135579635707,"(40.81853515725049, -73.94135579635707)"
55306309,09/04/2022 05:25:16 PM,09/04/2022 06:05:57 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10031,510 WEST  150 STREET,WEST  150 STREET,FIREFIGHTER JAMES RUANE WAY,BROADWAY,FIREFIGHTER JAMES RUANE WAY,BROADWAY,ADDRESS,NEW YORK,WEST  150 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2022 06:06:03 PM,09 MANHATTAN,MANHATTAN,999220,241180,Unspecified,MANHATTAN,,,,,,,,40.82864617475892,-73.94590702784637,"(40.82864617475892, -73.94590702784637)"
55302417,09/04/2022 05:54:21 PM,09/04/2022 07:04:25 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10024,589 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   88 STREET,WEST   89 STREET,WEST   88 STREET,WEST   89 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2022 07:04:30 PM,07 MANHATTAN,MANHATTAN,991491,226827,Unspecified,MANHATTAN,,,,,,,,40.789260886149705,-73.97385066924859,"(40.789260886149705, -73.97385066924859)"
55303562,09/04/2022 06:02:51 PM,09/04/2022 06:45:45 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10002,411 GRAND STREET,GRAND STREET,SUFFOLK STREET,CLINTON STREET,SUFFOLK STREET,CLINTON STREET,ADDRESS,NEW YORK,GRAND STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2022 06:45:50 PM,03 MANHATTAN,MANHATTAN,987896,200129,Unspecified,MANHATTAN,,,,,,,,40.71598386042732,-73.98684772260086,"(40.71598386042732, -73.98684772260086)"
55301398,09/04/2022 06:19:51 PM,09/04/2022 06:34:30 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11691,14-10 NEW HAVEN AVENUE,NEW HAVEN AVENUE,BEACH   14 STREET,BEACH   15 STREET,BEACH   14 STREET,BEACH   15 STREET,ADDRESS,FAR ROCKAWAY,NEW HAVEN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2022 06:34:36 PM,14 QUEENS,QUEENS,1054142,157374,Unspecified,QUEENS,,,,,,,,40.59835594693631,-73.7483212256282,"(40.59835594693631, -73.7483212256282)"
55306504,09/04/2022 06:26:26 PM,09/04/2022 08:05:54 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11385,78-38 65 STREET,65 STREET,78 AVENUE,80 AVENUE,78 AVENUE,80 AVENUE,ADDRESS,RIDGEWOOD,65 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2022 08:05:59 PM,05 QUEENS,QUEENS,1015093,193281,Unspecified,QUEENS,,,,,,,,40.697134720258425,-73.88877095117869,"(40.697134720258425, -73.88877095117869)"
55304370,09/04/2022 06:57:52 PM,09/04/2022 07:41:24 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10473,324 TAYLOR AVENUE,TAYLOR AVENUE,DEAD END,PATTERSON AVENUE,DEAD END,PATTERSON AVENUE,ADDRESS,BRONX,TAYLOR AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2022 07:41:28 PM,09 BRONX,BRONX,1022799,235097,Unspecified,BRONX,,,,,,,,40.81187863859992,-73.86074112330918,"(40.81187863859992, -73.86074112330918)"
55308485,09/04/2022 07:07:58 PM,09/04/2022 07:46:03 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10019,850 7 AVENUE,7 AVENUE,WEST   54 STREET,WEST   55 STREET,WEST   54 STREET,WEST   55 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,09/04/2022 07:46:08 PM,05 MANHATTAN,MANHATTAN,989460,217602,Unspecified,MANHATTAN,,,,,,,,40.763942119685346,-73.98119234606403,"(40.763942119685346, -73.98119234606403)"
55305347,09/04/2022 07:21:53 PM,09/04/2022 07:23:22 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11354,133-40 ROOSEVELT AVENUE,ROOSEVELT AVENUE,FLUSHING LINE,PRINCE STREET,FLUSHING LINE,PRINCE STREET,ADDRESS,FLUSHING,ROOSEVELT AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/04/2022 07:23:26 PM,07 QUEENS,QUEENS,1030565,215712,Unspecified,QUEENS,,,,,,,,40.75863478281421,-73.83282003701893,"(40.75863478281421, -73.83282003701893)"
55302420,09/04/2022 07:27:16 PM,09/04/2022 08:11:12 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10466,1165 EAST  229 STREET,EAST  229 STREET,229 DRIVE SOUTH,229 DRIVE SOUTH,229 DRIVE SOUTH,229 DRIVE SOUTH,ADDRESS,BRONX,EAST  229 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/04/2022 08:11:17 PM,12 BRONX,BRONX,1027251,262083,Unspecified,BRONX,,,,,,,,40.88592656876667,-73.84448516139749,"(40.88592656876667, -73.84448516139749)"
55301574,09/04/2022 07:27:25 PM,09/04/2022 08:10:49 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11217,510 ATLANTIC AVENUE,ATLANTIC AVENUE,NEVINS STREET,THELMA MARTIN WAY,NEVINS STREET,THELMA MARTIN WAY,ADDRESS,BROOKLYN,ATLANTIC AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/04/2022 08:10:54 PM,02 BROOKLYN,BROOKLYN,989453,189032,Unspecified,BROOKLYN,,,,,,,,40.68552441381853,-73.98123970346732,"(40.68552441381853, -73.98123970346732)"
55307322,09/04/2022 07:32:27 PM,09/04/2022 08:15:06 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/04/2022 08:15:09 PM,10 MANHATTAN,MANHATTAN,1000482,237497,Unspecified,MANHATTAN,,,,,,,,40.81853515725049,-73.94135579635707,"(40.81853515725049, -73.94135579635707)"
